"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Gore, MacKenzie",669022,"WSH","FF","4-Seam Fastball",0.2,2,"892",50.3,"205","0.296","0.425","0.354",21.5,15.6,15.5,"0.302","0.49","0.376",47
"Bassitt, Chris",605135,"TOR","SI","Sinker",0.4,3,"724",41.4,"201","0.306","0.406","0.365",13.1,14.4,18.5,"0.295","0.427","0.351",41.1
"Castillo, Luis",622491,"SEA","FF","4-Seam Fastball",1.4,11,"799",46.5,"199","0.174","0.331","0.261",26.3,25.6,17.4,"0.212","0.442","0.316",51.6
"Pivetta, Nick",601713,"SD","FF","4-Seam Fastball",1.7,13,"780",48.9,"198","0.209","0.341","0.268",25.2,30.3,26.2,"0.247","0.47","0.336",53.2
"Valdez, Framber",664285,"HOU","SI","Sinker",1.5,11,"741",44.1,"198","0.258","0.337","0.302",11.3,8.1,18.8,"0.325","0.472","0.375",51.5
"Nelson, Ryne",669194,"AZ","FF","4-Seam Fastball",2.2,16,"731",62.6,"195","0.181","0.288","0.247",19.9,24.1,19.8,"0.251","0.384","0.311",41.5
"Sale, Chris",519242,"ATL","SL","Slider",2.2,16,"718",48.3,"191","0.153","0.22","0.198",40.1,42.9,26.6,"0.154","0.238","0.205",19.8
"Brown, Ben",676962,"CHC","FF","4-Seam Fastball",-0.7,-6,"774",57.9,"189","0.312","0.506","0.393",15.4,14.3,16,"0.306","0.601","0.414",50.3
"Bradley, Taj",671737,"TB","FF","4-Seam Fastball",-0.9,-6,"679",43.6,"188","0.296","0.503","0.411",16,12.2,15.1,"0.294","0.456","0.379",41.9
"Williams, Trevor",592866,"WSH","FF","4-Seam Fastball",-1.2,-8,"617",42.6,"186","0.345","0.556","0.41",15,17.2,16.4,"0.291","0.456","0.348",46.5
"Flaherty, Jack",656427,"DET","FF","4-Seam Fastball",-0.1,-1,"767",46.4,"186","0.252","0.479","0.363",17.4,23.1,18.9,"0.265","0.51","0.369",47.9
"deGrom, Jacob",594798,"TEX","FF","4-Seam Fastball",1.6,11,"720",46.5,"184","0.2","0.376","0.271",21.4,23.9,20.1,"0.23","0.395","0.293",43.8
"Singer, Brady",663903,"CIN","SI","Sinker",-0.4,-3,"668",41.3,"183","0.252","0.463","0.365",17.9,21.9,19.8,"0.263","0.465","0.373",57.1
"Paddack, Chris",663978,"MIN","FF","4-Seam Fastball",0.7,6,"754",47.7,"182","0.258","0.362","0.302",16.6,15.9,11.5,"0.283","0.457","0.339",47.5
"Falter, Bailey",663559,"PIT","FF","4-Seam Fastball",0.5,3,"635",45.7,"181","0.237","0.397","0.326",17.6,15.5,15.6,"0.245","0.403","0.324",45
"Heaney, Andrew",571760,"PIT","FF","4-Seam Fastball",-0.2,-1,"698",45,"181","0.243","0.48","0.36",18,18.2,14.9,"0.268","0.481","0.373",56.2
"Boyd, Matthew",571510,"CHC","FF","4-Seam Fastball",1.1,8,"745",46.4,"178","0.251","0.395","0.29",16.6,20.8,17.6,"0.262","0.428","0.311",47.8
"Kikuchi, Yusei",579328,"LAA","SL","Slider",0.9,6,"681",37.3,"178","0.226","0.39","0.341",25,22.5,21.9,"0.257","0.5","0.385",41.7
"Francis, Bowden",670102,"TOR","FF","4-Seam Fastball",-0.7,-5,"657",57.6,"177","0.28","0.497","0.366",14.8,14.7,14.4,"0.288","0.481","0.366",54.5
"Pepiot, Ryan",686752,"TB","FF","4-Seam Fastball",-0.6,-4,"742",43.1,"176","0.243","0.507","0.37",26,27.8,20.7,"0.228","0.433","0.347",52.5
"Patrick, Chad",694477,"MIL","FC","Cutter",0.1,1,"669",42.1,"176","0.274","0.452","0.343",25.5,22.7,19,"0.268","0.464","0.344",40
"deGrom, Jacob",594798,"TEX","SL","Slider",1.6,10,"593",38.3,"175","0.191","0.278","0.238",37.5,29.7,25.9,"0.217","0.317","0.264",35.1
"Holmes, Grant",656550,"ATL","SL","Slider",1.7,10,"598",35.2,"171","0.148","0.239","0.208",44.8,38,28.1,"0.188","0.332","0.258",44.6
"Crochet, Garrett",676979,"BOS","FF","4-Seam Fastball",-0.2,-2,"789",41.8,"171","0.24","0.453","0.354",30.6,35.1,26.2,"0.209","0.44","0.325",51.1
"Cease, Dylan",656302,"SD","FF","4-Seam Fastball",-0.4,-2,"697",40.8,"170","0.264","0.431","0.347",27.1,20,17.6,"0.248","0.427","0.34",45.1
"Webb, Logan",657277,"SF","SI","Sinker",1.7,12,"674",36.2,"170","0.242","0.363","0.296",12,18.2,25.4,"0.275","0.424","0.326",43
"Anderson, Tyler",542881,"LAA","FF","4-Seam Fastball",0.3,2,"630",37.7,"169","0.247","0.422","0.339",16.5,14.2,12.8,"0.269","0.534","0.369",43.5
"Sears, JP",676664,"ATH","FF","4-Seam Fastball",-0.6,-4,"617",38.6,"168","0.285","0.497","0.371",18.3,19.6,14.6,"0.293","0.566","0.392",50.4
"Holmes, Clay",605280,"NYM","SI","Sinker",0.3,2,"611",37.8,"168","0.309","0.441","0.387",14.5,10.1,18.3,"0.293","0.454","0.39",51.6
"Baz, Shane",669358,"TB","FF","4-Seam Fastball",0.3,2,"742",45,"166","0.255","0.416","0.36",25.5,23.5,23.4,"0.25","0.439","0.363",46.9
"Hendricks, Kyle",543294,"LAA","CH","Changeup",0.7,4,"552",37.9,"166","0.212","0.362","0.255",19.9,16.3,13,"0.234","0.397","0.278",29.6
"Abbott, Andrew",671096,"CIN","FF","4-Seam Fastball",1.4,9,"651",47.9,"165","0.215","0.383","0.296",20.7,24.2,19,"0.217","0.407","0.304",40.9
"Burke, Sean",680732,"CWS","FF","4-Seam Fastball",-0.3,-2,"621",40.3,"164","0.246","0.381","0.348",23.6,23.2,19,"0.227","0.436","0.355",45.4
"Woo, Bryan",693433,"SEA","FF","4-Seam Fastball",1.9,13,"661",43.3,"164","0.158","0.316","0.225",31.9,32.3,24.3,"0.186","0.368","0.261",33.3
"Roupp, Landen",694738,"SF","SI","Sinker",-0.8,-5,"609",39.8,"164","0.343","0.455","0.408",8.8,11.6,19.4,"0.323","0.472","0.385",45.6
"Valdez, Framber",664285,"HOU","CU","Curveball",-0.2,-1,"561",33.4,"164","0.19","0.296","0.28",43.1,44.5,30,"0.176","0.249","0.252",42
"Gausman, Kevin",592332,"TOR","FS","Split-Finger",1.4,9,"649",38,"163","0.161","0.226","0.192",37.2,33.7,20,"0.188","0.278","0.217",26.5
"Rea, Colin",607067,"CHC","FF","4-Seam Fastball",-0.3,-2,"608",44.7,"163","0.305","0.517","0.377",13.8,14.7,16.1,"0.297","0.536","0.375",50
"Brown, Ben",676962,"CHC","CU","Curveball",-0.8,-4,"505",37.8,"163","0.258","0.411","0.313",43.5,38,27.8,"0.22","0.333","0.267",44.4
"Sánchez, Cristopher",650911,"PHI","CH","Changeup",1.9,11,"590",36.1,"163","0.145","0.184","0.184",46.2,43.6,29.2,"0.165","0.201","0.197",21
"Springs, Jeffrey",605488,"ATH","FF","4-Seam Fastball",-0.6,-5,"720",41.9,"163","0.25","0.451","0.332",14.1,18.4,14.6,"0.26","0.482","0.353",40.2
"Rodón, Carlos",607074,"NYY","SL","Slider",1.6,9,"552",30.3,"163","0.124","0.221","0.216",41.4,41.1,26.3,"0.16","0.257","0.233",35.4
"Skenes, Paul",694973,"PIT","FF","4-Seam Fastball",1.5,10,"691",37.9,"162","0.197","0.32","0.271",26.4,30.2,22,"0.215","0.375","0.292",54.1
"Fried, Max",608331,"NYY","FC","Cutter",2.5,14,"562",30.6,"161","0.177","0.265","0.249",19.4,16.1,17.7,"0.249","0.364","0.299",32.8
"Williams, Gavin",668909,"CLE","FF","4-Seam Fastball",-0.9,-6,"671",40,"160","0.295","0.489","0.389",24.2,16.9,15.2,"0.303","0.529","0.398",44.6
"Wheeler, Zack",554430,"PHI","FF","4-Seam Fastball",2.2,17,"755",41.9,"160","0.161","0.287","0.24",32.5,36.3,26.9,"0.173","0.302","0.249",39.5
"Irvin, Jake",663623,"WSH","FF","4-Seam Fastball",-0.6,-4,"582",32.9,"159","0.221","0.443","0.33",15.9,17,13.4,"0.285","0.605","0.411",54.9
"Rodón, Carlos",607074,"NYY","FF","4-Seam Fastball",0.3,2,"729",40,"158","0.217","0.478","0.342",23.9,20.9,20.5,"0.223","0.479","0.343",45.3
"May, Dustin",669160,"LAD","SI","Sinker",-0.9,-5,"531",37.8,"158","0.293","0.571","0.417",9.9,8.2,21.7,"0.357","0.645","0.466",59
"Smith, Shane",681343,"CWS","FF","4-Seam Fastball",1.2,7,"622",44.3,"157","0.224","0.321","0.304",23.3,21,20.9,"0.241","0.388","0.331",39.2
"Rodriguez, Eduardo",593958,"AZ","FF","4-Seam Fastball",-1.1,-7,"606",45.7,"156","0.307","0.54","0.401",23.9,28.2,26.5,"0.242","0.443","0.333",40
"Hendricks, Kyle",543294,"LAA","SI","Sinker",-0.6,-3,"542",37.2,"156","0.293","0.45","0.366",10.9,13.5,14.7,"0.271","0.389","0.324",35.8
"Anderson, Tyler",542881,"LAA","CH","Changeup",-0.8,-4,"568",34,"155","0.246","0.457","0.337",41.4,27.1,21.3,"0.222","0.389","0.302",24.7
"Skubal, Tarik",669373,"DET","CH","Changeup",3.4,18,"524",31.7,"155","0.158","0.184","0.158",48.6,46.5,32.1,"0.159","0.209","0.166",24.7
"Ober, Bailey",641927,"MIN","FF","4-Seam Fastball",0.7,4,"569",38.3,"154","0.261","0.435","0.331",18.3,14.3,14.8,"0.257","0.479","0.337",43
"Priester, Quinn",682990,"MIL","SI","Sinker",0.1,1,"566",42.4,"154","0.277","0.38","0.346",11.3,14.3,19.6,"0.293","0.417","0.347",47.4
"Berríos, José",621244,"TOR","SI","Sinker",0.6,3,"517",30.9,"154","0.236","0.4","0.308",10.5,16.2,23.8,"0.289","0.507","0.371",49.1
"Warren, Will",701542,"NYY","FF","4-Seam Fastball",1.4,9,"620",39,"153","0.194","0.302","0.288",25.7,30.7,23.9,"0.201","0.317","0.29",41.7
"Bubic, Kris",663460,"KC","FF","4-Seam Fastball",0.3,2,"590",37.3,"153","0.257","0.393","0.322",29.1,27.5,24.9,"0.231","0.38","0.298",36.7
"Crochet, Garrett",676979,"BOS","FC","Cutter",1.7,9,"542",28.7,"153","0.233","0.322","0.272",23.2,20.9,22.7,"0.247","0.387","0.294",35.7
"Bello, Brayan",678394,"BOS","SI","Sinker",0.4,2,"529",37.9,"152","0.271","0.341","0.362",9.3,12.5,18.6,"0.276","0.354","0.335",34.2
"Corbin, Patrick",571578,"TEX","SI","Sinker",0.2,1,"476",33.8,"151","0.271","0.436","0.339",12,17.2,18.4,"0.302","0.511","0.388",51.8
"Luzardo, Jesús",666200,"PHI","FF","4-Seam Fastball",-0.8,-5,"585",34.8,"149","0.313","0.478","0.38",18.5,19.5,17.9,"0.314","0.511","0.387",49.5
"Woods Richardson, Simeon",680573,"MIN","FF","4-Seam Fastball",0.8,4,"525",45.7,"149","0.23","0.341","0.314",22.5,22.1,23.1,"0.234","0.444","0.345",47.4
"Springs, Jeffrey",605488,"ATH","CH","Changeup",0.4,2,"449",26.1,"149","0.19","0.336","0.291",39.6,23.5,18.7,"0.224","0.333","0.268",24
"Morton, Charlie",450203,"BAL","CU","Curveball",-0.8,-4,"536",38.4,"149","0.246","0.385","0.329",33.3,29.5,20.8,"0.239","0.382","0.313",36.4
"Keller, Mitch",656605,"PIT","FF","4-Seam Fastball",1.4,8,"612",34.6,"149","0.231","0.336","0.291",16.8,18.1,16.8,"0.298","0.451","0.359",41.1
"Baz, Shane",669358,"TB","CU","Curveball",1,5,"472",28.6,"148","0.18","0.266","0.232",27.4,31.8,24.1,"0.206","0.291","0.241",44.1
"Dollander, Chase",801403,"COL","FF","4-Seam Fastball",-1.9,-11,"596",48.2,"148","0.294","0.588","0.444",21.5,15.5,14.4,"0.286","0.573","0.422",45.5
"Severino, Luis",622663,"ATH","SI","Sinker",0.6,3,"429",23.2,"148","0.25","0.422","0.344",10.2,12.8,17.4,"0.261","0.389","0.331",41.8
"Fedde, Erick",607200,"STL","SI","Sinker",0.3,1,"562",36.5,"147","0.262","0.415","0.346",10.1,15,16.2,"0.309","0.473","0.376",53.2
"Greene, Hunter",668881,"CIN","FF","4-Seam Fastball",1.6,9,"561",57.4,"145","0.222","0.363","0.279",21.3,26.2,17.7,"0.23","0.415","0.299",49
"Roupp, Landen",694738,"SF","CU","Curveball",0.8,4,"563",36.8,"144","0.175","0.31","0.261",37.1,30.6,25.1,"0.178","0.292","0.254",17.6
"Kelly, Merrill",518876,"AZ","CH","Changeup",1.9,8,"443",25.8,"144","0.179","0.284","0.249",35.6,29.9,24.9,"0.233","0.338","0.277",38.5
"May, Dustin",669160,"LAD","ST","Sweeper",0.8,5,"586",41.7,"143","0.215","0.319","0.262",28.6,35,26.5,"0.205","0.318","0.248",30.2
"Márquez, Germán",608566,"COL","FF","4-Seam Fastball",-2.9,-13,"453",31.3,"143","0.328","0.59","0.436",9.9,11.2,13.4,"0.31","0.56","0.406",50.5
"Schwellenbach, Spencer",680885,"ATL","FF","4-Seam Fastball",1.7,9,"551",35,"142","0.221","0.346","0.264",27.4,23.9,21.5,"0.288","0.474","0.336",57.3
"Hancock, Emerson",676106,"SEA","SI","Sinker",-0.8,-4,"468",37.6,"142","0.306","0.479","0.392",8.4,7.7,13.9,"0.32","0.454","0.387",45.5
"Elder, Bryce",693821,"ATL","SL","Slider",0.5,3,"485",39.6,"141","0.246","0.423","0.326",27.6,20.6,20.4,"0.28","0.458","0.34",42.2
"Verlander, Justin",434378,"SF","FF","4-Seam Fastball",-1.4,-8,"572",48.6,"139","0.295","0.557","0.416",20.5,15.8,15.5,"0.329","0.618","0.431",48.5
"Sale, Chris",519242,"ATL","FF","4-Seam Fastball",-0.5,-3,"627",42.2,"139","0.331","0.5","0.403",22.2,19.4,17.2,"0.289","0.447","0.365",43
"Lord, Brad",695418,"WSH","FF","4-Seam Fastball",0.3,2,"570",55.8,"138","0.254","0.373","0.339",25.6,24.6,18.5,"0.268","0.391","0.337",38.4
"Hicks, Jordan",663855,"BOS","SI","Sinker",-1.1,-5,"477",54.4,"136","0.316","0.453","0.399",9.7,11.8,20,"0.307","0.417","0.362",50
"Woo, Bryan",693433,"SEA","SI","Sinker",1.8,7,"409",26.8,"135","0.252","0.331","0.298",10,14.8,24.7,"0.274","0.4","0.311",45.4
"Singer, Brady",663903,"CIN","SL","Slider",0.2,1,"524",32.4,"135","0.211","0.375","0.267",28.1,23,16.8,"0.244","0.412","0.296",34.7
"Irvin, Jake",663623,"WSH","CU","Curveball",-0.8,-5,"567",32.1,"135","0.248","0.536","0.38",24.3,25.2,18,"0.27","0.553","0.373",45.1
"Ferrer, Jose A.",678606,"WSH","SI","Sinker",0.1,0,"504",70.9,"135","0.3","0.417","0.342",16.1,12.6,13.6,"0.279","0.39","0.325",41.1
"Littell, Zack",641793,"TB","SL","Slider",-1.2,-6,"489",31.4,"133","0.294","0.571","0.39",19.1,11.3,17.9,"0.346","0.686","0.456",49.1
"Spence, Mitch",687765,"ATH","FC","Cutter",0.3,2,"520",46.8,"133","0.261","0.437","0.36",20.7,14.3,16.1,"0.285","0.507","0.369",49
"Littell, Zack",641793,"TB","FS","Split-Finger",0.1,0,"404",25.9,"133","0.258","0.379","0.279",24.2,25.6,19.8,"0.216","0.326","0.236",37.8
"Hill, Tim",657612,"NYY","SI","Sinker",1,5,"438",80.8,"133","0.22","0.35","0.297",12.6,9.8,12.7,"0.268","0.395","0.317",50
"Strider, Spencer",675911,"ATL","FF","4-Seam Fastball",0,0,"490",54,"132","0.246","0.421","0.334",18.4,15.9,18.9,"0.279","0.467","0.356",44.8
"Taillon, Jameson",592791,"CHC","FF","4-Seam Fastball",0.1,1,"576",38.6,"132","0.221","0.467","0.318",17.2,16.7,12.7,"0.287","0.563","0.386",51
"Brown, Hunter",686613,"HOU","FF","4-Seam Fastball",2.6,16,"614",35.8,"132","0.122","0.171","0.173",33.8,47,28.4,"0.158","0.264","0.214",41
"Kikuchi, Yusei",579328,"LAA","FF","4-Seam Fastball",-0.8,-5,"645",35.3,"132","0.32","0.451","0.377",22.8,25,16.1,"0.277","0.459","0.343",51.7
"Mahle, Tyler",641816,"TEX","FF","4-Seam Fastball",0.6,3,"609",49.3,"132","0.207","0.319","0.284",23.1,22.7,14.4,"0.259","0.46","0.352",48.8
"Giolito, Lucas",608337,"BOS","FF","4-Seam Fastball",0.5,3,"517",49.2,"131","0.296","0.374","0.34",19.6,21.4,22.6,"0.288","0.43","0.344",50
"Quintana, Jose",500779,"MIL","SI","Sinker",0.2,1,"506",46.1,"131","0.27","0.426","0.36",13.5,18.3,19.5,"0.267","0.447","0.349",50
"Birdsong, Hayden",806185,"SF","FF","4-Seam Fastball",0.3,1,"511",43.7,"130","0.196","0.451","0.345",21.3,17.7,16.5,"0.211","0.454","0.361",43.9
"Gusto, Ryan",687473,"HOU","FF","4-Seam Fastball",0.2,1,"545",45.7,"129","0.209","0.417","0.325",28.5,29.5,21.6,"0.201","0.375","0.293",42.9
"Hanifee, Brenan",669724,"DET","SI","Sinker",-0.1,-1,"461",65.7,"128","0.269","0.412","0.354",12.3,10.9,15.2,"0.289","0.447","0.337",46.2
"Elder, Bryce",693821,"ATL","SI","Sinker",-2.3,-11,"494",40.3,"126","0.321","0.607","0.424",12.2,20.6,24.1,"0.315","0.567","0.407",57.5
"Megill, Tylor",656731,"NYM","FF","4-Seam Fastball",0.7,4,"521",42.2,"125","0.226","0.377","0.32",29.6,35.2,27.3,"0.229","0.389","0.338",50.8
"Wacha, Michael",608379,"KC","CH","Changeup",3.4,14,"421",26.3,"125","0.157","0.2","0.197",31.3,25.6,18.7,"0.18","0.236","0.216",16.7
"Yamamoto, Yoshinobu",808967,"LAD","FS","Split-Finger",0.9,4,"415",25.8,"125","0.137","0.274","0.214",41.3,42.4,26.4,"0.157","0.267","0.214",39.1
"Kahnle, Tommy",592454,"DET","CH","Changeup",1.8,9,"487",85.4,"125","0.171","0.282","0.235",25.5,21.6,21.8,"0.22","0.367","0.28",34.4
"Alcantara, Sandy",645261,"MIA","SI","Sinker",1.8,7,"375",25.1,"125","0.252","0.355","0.32",9.6,8,11.9,"0.294","0.456","0.365",44
"Webb, Logan",657277,"SF","CH","Changeup",1.8,7,"390",21,"124","0.193","0.286","0.233",35.1,36.3,27.3,"0.235","0.342","0.265",45.9
"Márquez, Germán",608566,"COL","CU","Curveball",-0.6,-3,"445",30.8,"123","0.207","0.364","0.293",36.9,35.8,22.4,"0.227","0.367","0.259",42.9
"Ober, Bailey",641927,"MIN","CH","Changeup",-0.3,-1,"419",28.2,"123","0.239","0.41","0.292",30.3,26,17.8,"0.208","0.357","0.256",26.7
"Pepiot, Ryan",686752,"TB","CH","Changeup",0.2,1,"408",23.7,"123","0.198","0.328","0.256",30.6,30.9,19.9,"0.232","0.383","0.284",40.5
"Canning, Griffin",656288,"NYM","SL","Slider",-0.3,-1,"423",31.5,"123","0.277","0.42","0.346",33.5,22,18.4,"0.274","0.465","0.349",44.7
"Peterson, David",656849,"NYM","SI","Sinker",1,5,"465",29.1,"123","0.265","0.343","0.337",10.6,5.7,13.2,"0.282","0.37","0.35",42.7
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",1.2,5,"443",26.8,"123","0.214","0.313","0.26",28.4,32.5,20.3,"0.233","0.413","0.307",35.6
"Yamamoto, Yoshinobu",808967,"LAD","FF","4-Seam Fastball",1.6,10,"607",37.7,"122","0.196","0.271","0.268",14.8,21.3,18.7,"0.25","0.387","0.322",51.2
"Meyer, Max",676974,"MIA","SL","Slider",0.5,2,"365",35.1,"122","0.209","0.382","0.284",42.4,41.8,32.3,"0.225","0.39","0.309",55.7
"Holmes, Grant",656550,"ATL","FF","4-Seam Fastball",-2.2,-13,"582",34.3,"121","0.33","0.691","0.476",17.4,18.2,16.5,"0.313","0.641","0.454",50
"Burnes, Corbin",669203,"AZ","FC","Cutter",0.3,2,"554",54.9,"121","0.257","0.446","0.367",21.7,14,14.9,"0.266","0.415","0.354",43.5
"Fedde, Erick",607200,"STL","FC","Cutter",-0.5,-2,"422",27.4,"121","0.315","0.509","0.385",20.4,14,18.3,"0.304","0.538","0.388",44.1
"Gray, Sonny",543243,"STL","ST","Sweeper",1.1,3,"314",20.5,"121","0.151","0.244","0.173",41.3,52.1,28,"0.168","0.282","0.197",28.1
"Clase, Emmanuel",661403,"CLE","FC","Cutter",0.5,2,"433",67.4,"121","0.294","0.385","0.324",30.2,21.5,22.2,"0.262","0.39","0.31",43.7
"Burke, Sean",680732,"CWS","SL","Slider",-1,-4,"392",25.4,"121","0.25","0.491","0.355",25.5,14.9,17.1,"0.289","0.562","0.374",41.7
"Vásquez, Randy",681190,"SD","FC","Cutter",-2.1,-8,"405",27.6,"121","0.286","0.49","0.395",19.4,14,16.2,"0.284","0.558","0.417",32.9
"Peterson, David",656849,"NYM","SL","Slider",1.2,4,"331",20.7,"121","0.205","0.299","0.246",34.4,39.7,32.4,"0.219","0.352","0.259",50.7
"Rogers, Tyler",643511,"SF","SI","Sinker",3.6,14,"388",73.8,"120","0.19","0.233","0.199",17.9,16.7,21.7,"0.233","0.293","0.244",35.4
"Severino, Luis",622663,"ATH","ST","Sweeper",-1.2,-6,"474",25.6,"120","0.226","0.415","0.326",19.8,25.8,16.5,"0.248","0.414","0.327",34.2
"Pfaadt, Brandon",694297,"AZ","FF","4-Seam Fastball",-0.4,-2,"512",32.6,"120","0.274","0.472","0.359",17.3,14.2,12.7,"0.355","0.728","0.477",54.4
"Boyd, Matthew",571510,"CHC","CH","Changeup",0.5,2,"368",22.9,"119","0.216","0.369","0.302",30.6,21.8,19.8,"0.208","0.352","0.267",30.2
"Gallen, Zac",668678,"AZ","CU","Curveball",-1.2,-5,"434",24,"118","0.229","0.457","0.352",44.2,44.9,29.8,"0.187","0.367","0.289",54.7
"Bibee, Tanner",676440,"CLE","FF","4-Seam Fastball",0.3,1,"471",27.3,"118","0.262","0.449","0.335",14.6,12.7,11.5,"0.295","0.511","0.374",43
"Wacha, Michael",608379,"KC","FF","4-Seam Fastball",-0.8,-4,"472",29.5,"118","0.311","0.447","0.378",13.6,16.1,14.7,"0.321","0.548","0.406",43.5
"Santillan, Tony",663574,"CIN","FF","4-Seam Fastball",1.4,6,"447",65.3,"118","0.183","0.321","0.267",20.3,20.3,15.2,"0.275","0.436","0.333",49.4
"Liberatore, Matthew",669461,"STL","FF","4-Seam Fastball",-0.3,-1,"398",27.3,"118","0.313","0.473","0.367",14.5,17.8,18.6,"0.292","0.492","0.35",46.7
"Corbin, Patrick",571578,"TEX","SL","Slider",-0.4,-2,"495",35.1,"118","0.254","0.395","0.29",36.6,24.6,17.2,"0.258","0.396","0.291",32.6
"Horton, Cade",690990,"CHC","FF","4-Seam Fastball",-1,-4,"425",51.3,"117","0.359","0.466","0.39",11.9,9.4,12,"0.342","0.586","0.42",48.9
"Rasmussen, Drew",656876,"TB","FF","4-Seam Fastball",1,4,"444",33.2,"116","0.262","0.411","0.322",22.1,25.9,20.5,"0.261","0.411","0.319",46.8
"Webb, Logan",657277,"SF","ST","Sweeper",-1.1,-6,"492",26.5,"116","0.308","0.452","0.371",30.5,23.3,18.8,"0.256","0.374","0.299",26.3
"Matz, Steven",571927,"STL","SI","Sinker",1.8,8,"469",60,"115","0.25","0.306","0.279",18.5,22.6,18.7,"0.249","0.381","0.292",44.6
"Schmidt, Clarke",657376,"NYY","FC","Cutter",0.7,3,"500",40.8,"115","0.245","0.429","0.338",23.7,14.8,13.9,"0.227","0.38","0.313",36.1
"Priester, Quinn",682990,"MIL","SL","Slider",1.1,4,"395",29.6,"114","0.171","0.362","0.271",35.1,19.3,15,"0.201","0.345","0.266",34.5
"Ortiz, Luis L.",682847,"CLE","FF","4-Seam Fastball",-0.4,-2,"444",29.6,"114","0.242","0.4","0.354",32.3,31.6,25.4,"0.237","0.449","0.357",50.8
"Paddack, Chris",663978,"MIN","CH","Changeup",-1,-4,"371",23.5,"113","0.235","0.431","0.322",26.6,17.7,14.7,"0.259","0.473","0.35",45.2
"Sugano, Tomoyuki",608372,"BAL","FS","Split-Finger",1.3,5,"366",24.8,"113","0.2","0.282","0.231",27,25.7,20.3,"0.25","0.427","0.299",28.4
"Leiter, Jack",683004,"TEX","FF","4-Seam Fastball",0.4,2,"419",32.4,"112","0.181","0.287","0.289",21.7,24.1,15.5,"0.241","0.463","0.361",49.3
"Berríos, José",621244,"TOR","SV","Slurve",0.5,2,"451",27,"112","0.186","0.343","0.267",34.7,28.6,23,"0.223","0.387","0.299",32.9
"Castillo, Luis",622491,"SEA","SI","Sinker",-0.2,-1,"356",20.7,"111","0.32","0.437","0.36",11.5,7.2,11.4,"0.348","0.489","0.385",52.6
"Lodolo, Nick",666157,"CIN","CH","Changeup",2.1,8,"361",22.3,"111","0.165","0.301","0.255",22.2,10.8,14.5,"0.272","0.457","0.334",34.8
"Flaherty, Jack",656427,"DET","CU","Curveball",0.6,3,"428",25.9,"111","0.181","0.286","0.227",46.3,48.6,28.7,"0.152","0.228","0.192",31.4
"Severino, Luis",622663,"ATH","FF","4-Seam Fastball",0,0,"449",24.2,"110","0.288","0.394","0.321",19.4,15.5,12.1,"0.326","0.522","0.377",55.7
